at,userName,content,score,Label
2023-05-25 05:12:31,Ann Tsukasa,"Sekarang kebijakan Gratis Ongkir Tokped gak kayak dulu ih, makin pelit :( kalo sekarang potongannya cuma 20 ribu baik antar kota maupun antar pulau, padahal dulu kalo antar pulau potongannya sampe 40 ribu. Bahkan yg toko Dilayani Tokopedia pun yg katanya potongan bisa maksimal 60 ribu tapi tetap aja potongannya cuma dapet 20 ribu, ga peduli seberapa banyak belanjanya. Kesannya jadi ga bisa milih promo ongkir yg mau dipakai. Jadi males belanja di Tokped kalo kayak gini :(",2,Netral
2023-05-25 05:12:03,Abdullah Sahli,"Apk goblog penipuan ,...percuma ngasih banyak voucher diskon tapi ga bisa di pake selalu gagal padahal belum pernah transaksi,....lebih bagus apk online shop yg lain dari pada Tokopedia jelek",1,Negatif
2023-05-25 00:16:25,Reza Bj,"Saya kecewa .Saya udah 2 tahun ini pake Tokopedia karna jasa kirim yang ok .... tp semenjak abis covid jasa pengiriman dr si cepat selalu di terus kan ke jne , sehingga memakan waktu yg lama untuk sampai .... Saya kembali aktif belanja di shopee karna jasa kirim jnt lebih baik saat ini ,.... Saya belanja di tokopedia menggunakan gratis ongkir dgn sicepat sampe ke kalimantan tempat saya perlu 5 sampai 9 hari . Jika di shopee 2-4 hari .",1,Negatif
2023-05-25 00:06:29,Darma Putra,"Ok transaksi nya mudah, tapi estimasi barang di terima terlalu lama sampai seminggu lebih, padahal sudah pakai reguler, jadi kalok mau belanja di tokopedia saya akan berfikir lagi 1000 kali..",1,Negatif
2023-05-24 19:59:37,DHANY tutorial,"sumpah demi apapun asuransi Tokopedia gak guna, pergantian ongkir retur dari tgl 18 sampai sekarang blm masuk2, jadi percuma pakai asuransi, maish mending aplikasi shopee retur barang gak keluar duit lagi buat bayar ongkos kirim",1,Negatif
2023-05-24 18:45:46,jhones Land,"Hampir tidak ada Sistem COD ,saya terbiasa cod dan sdikit repot klo tdak ada cod🤦 padahal di toko Laz sebelah 95% bisa cod masukan saja , dengar keluhan pelanggan agar tidak pindah toko karna jujur toko sebelah lebih gampang ,gak ribet dan pasti lbih murah",1,Negatif
2023-05-24 18:27:58,Ang Ngi,"Sekarang udah ada 2 bln lebih gak pernah belanja lagi pkai tokped, ongkirnya jadi mahal, itu pengaruh sekali, padahal udah bertahun2 gak pernah pakai apps lain kalo mau belanja, karna ongkir mahal, jadinya saya lari ke S***e lebih murah ongkirnya, sayang banget padahal banyak toko langganan di tokped",2,Netral
2023-05-24 11:40:14,Acep Rian,"Dulu bagus sekarang aplikasi toko pedia jadi kaya kurang duit deh , belanja jadi ada dua biaya tambahan biaya aplikasi dan jasa. sekalian aja ubah jadi toko berbayar setiap bulan.🤭🤭",1,Negatif
2023-05-24 07:30:38,Abizar Al Ghifary,kebanyakan notifikasi. spam. pdahal saya cuma cari sesuatu aja atau utk cek harga. tp begitu keluar apk dan sdh ga di gunakan muncul notif terus menawarkan barang. memang bagus sih. bagian dr marketing tp terlalu banyak. terpaksa saya non aktifkan notif. bintang 3 saja.,3,Positif
2023-05-24 02:58:24,No Name,"Sekarang tokopedia udah berubah, bukannya hemat malah tambah mahal, dari voucher cuman bisa gratis ongkir untuk voucher cashback dan diskon harus bayar member. Pas checkout ada tambahan biaya pula",2,Netral
2023-05-24 02:45:35,Sony Wibowo,"Mengapa harus ada jasa layanan dan jasa aplikasi lagi, yang lumayan besar buat kita. Tolong diturunkan biaya tersebut atau dihapus. Padahal sudah langganan plus jadi terkesan percuma.",3,Positif
2023-05-24 00:26:06,Jose Rizal,"Tokopedia sekarang tambah JEEEELEEEEEKKK !!! dan TIDAK RECOMENDED !!! SELALU kena tambahan biaya jasa APLIKASI dan LAYANAN sampe total 3 000 lama2 tambah MAAAAHHAAALL !!! belum lagi GRATIS ONGKIR gak bisa di gabung dengan CASHBACK lainnya !!! Mending pilih belanja di L4ZAD4 deh... Tolong PIKIR2 lagi klo mau belanja di TOKOPEDIA ini yg SANGAT MAHAL !!! Dijelaskan oleh Tokopedia pun, PASTI tdk akan mengubah aturan dari tambahan biaya JASA APLIKASI dan LAYANAN. Dan Tokopedia pantas BINTANG 1 aja !!",1,Negatif
2023-05-23 10:44:19,PrinzEugen ch.プリンツ•オイゲン,"sekarang mau belanja aja ribet, peraturan sistem ga jelas mau belanja malah ditolak Mulu 2x, udah beda sistem dulu sama sekarang masih enak dulu gampang mudah, sekarang malah dibuat ribet ga lagi dah mending pindah ke toko online sebelah aja",1,Negatif
2023-05-23 09:55:32,Ayu Hwin,"Aplikasi tolol. Dwonload dan daftar baru dengan akun semua baru pakai nomor juga baru. Dikasih voucher gratis ongkir, udah order dan bayar malah di batalin sistemnya. Kan aplikasi tolol. Sok kasih voucher tapi omong doang malah bikin rumit. Hubungi CS juga percuma. Aplikasi tolol",1,Negatif
2023-05-23 09:04:33,Liston Listone,"Barang yang sold out mash di pajang n ketika kita chat pd seller,seller katakan barang redy silakan diorder tapi ketika sdh ditransfer tak kunjung diproses. Tapi jika soal pengembalian dana cepat di respon. Orang dibelakang layar Tokopedia memang masih ju2r, ma ksh toped",3,Positif
2023-05-23 05:36:49,pertamina raya,"kebanyakan biaya tambahan,biaya aplikasi,biaya ini dan itu,keluhan juga bertele2,ga ada kepastian,ditambah lagi kurir nya lelet banget,pake next day aja 5 hari dalam kota,reguler mau berapa lama....??????? saya pelanggan setia tokped,udah ratusan bahkan ribuan kali transaksi,tapi belakangan ini semakin males belanja disini..!!!",1,Negatif
2023-05-23 05:22:41,Nurul Wulan Ramadhani,"Konfirmasi pesanan lama, pengiriman barang lama. Kalau cuma satu-dua pesanan oke, lah ini hampir semuanya. Padahal gue paling suka tampilan tokopedia dibanding app lain tapi untuk yang dua di atas gatau deh mau ngomong apa lagi 😶",3,Positif
2023-05-23 05:05:47,Fauzi Sultoni As Ad,"Sekarang tambah mahal, baik untuk seller dan buyer. Ada 2 tambahan biaya yg membebani. Biaya Layanan dan Jasa Aplikasi. Tiap transaksi loe akan dikenakan 3000 . Pdahl dlu lebih murah dri Orange, skrg MAHAL",2,Netral
2023-05-22 18:08:57,867머물,"saya pengguna lama toped, sejak toped masih pake sistem transfer langsung dengan ditambah nominal unik d setiap transfer pembelian. tapi semakin kesini semakin ga nyaman pake toped! gratis ongkir min transaksi 20rb cuma ada di wilayah yg sama aja. biaya asuransi yg ga bisa d non aktifkan, msh kena biaya pelayanan dan masih d tambah lg biaya apk yg ga jelas! belum lagi gratis ongkir yg min pembelian 50rb gak sepenuhnya gratis! msih tetep kena ongkos, krn di seting dengan biaya kurir yg mahal!",1,Negatif
2023-05-22 17:26:46,nisamillenia,"Kecewa banget sama tokopedia setiap transaksi kena 3000 karena ada biaya servis dll, bagi saya jualan lagi ke olshop lain keberatan nyari yang murah jadi tetep aja mahal",1,Negatif
2023-05-22 12:44:34,Ari Andriawan,"ulasan jujur dan sakit dari saya sebagai pembeli: sekarang makin parah aja mahalnya, ongkir instannya selangit ( lebih mahal 9000 dari shopee), biaya layanan 1000, muncul baru lagi biaya jasa aplikasi 2000. duh, emang bener saya sudah waktunya beralih pindah belanja di shopee saja. bye. terimakasih waktunya.",1,Negatif
2023-05-22 09:21:34,Janti Rumpuin,"Sekarang Tokopedia makin parah..pelit..lit.lit..dulu padahal jadi aplikasi favoritku untuk belanja berbagai kebutuhan, selain si orange, hampir setiap hari pasti checkout.. sekarang ga lagi, selain karena ada biaya aplikasi 1k setiap belanja eh ditambah lagi voucher gratis ongkir sekarang ga bisa dipakai bersamaan dengan voucher cashback, makin males aja rasanya, si orange juga jadi sama nambahin biaya aplikasi juga.. akhirnya aku berpindah ke si ungu yang belum ada biaya.. goodbye Tokopedia",1,Negatif
2023-05-22 08:36:07,anton gumelar,"Udh ongkir paling mahal di tambah uang parkir. Ntah buatan asli indo rata"" lebih mahal di banding produk luar negeri, ntah aplikasi at provider",1,Negatif
2023-05-22 05:29:33,Ida Farida,"Ada apa dengan tokped? Maaf saya beralih ke toko sebelah aja yg bener2 gratis ongkir, ada chasback/diskon dan tanpa biaya tambahan ini itu.. Belanja ditokped nyari harga termurah setelah mau check out udah gak murah lagi karena banyak tambahan biaya ini dan itunya, malah jatuhnya sama aja dengan harga offline di warung atau market terdekat..",1,Negatif
2023-05-21 21:40:53,Teddy Abdullah,"Platform paling pelit COD, di toko yang sama saja awalnya bisa,, belanja kedua di toko dan dengan alamat pengiriman yg sama malah ga bisa,, aneh! Kalah jauh ama si oren atau si biru",1,Negatif
2023-05-21 17:01:53,Iwan Polem,Kalo ada gangguan seharusnya di infokan terlebih dahulu...jangan pas sudah melakukan transaksi baru dapet info gangguan ...,1,Negatif
2023-05-21 15:28:50,Ian Orlando,"Aneh aplikasinya, masa buka aplikasi lain normal, sedangkan buka tokped kok lemot, sinyal bagus waktu buka apk lain, buka tokped langsung down",1,Negatif
2023-05-21 08:01:47,Eli Nonika,"Mohon kepada tokopedia untuk ditindak ekspedisi/kurir yg suka memunda2 pengiriman paket.Akhirnya yg ke 3xnya pembelian,menggunakan kurir/ekspedisi Anter A.. barang sampai melebihi batas estimasi.Sangat merugikan pembeli dari segi waktu dengan keterangan ""paket tertunda karna masalah operasional"" dan itu terjadi sampe beberapa kali dalam sekali pengiriman,kaya buat mainan dan ngga bolak balik aja.terima kasih.",3,Positif
2023-05-21 05:34:59,Odin Sindu,"Tokopedia sekarang adalah yg paling sangat buruk ! Biaya layanan dan biaya aplikasi menambah bebab buyer sehingga sangat mengurangi minat pembeli untuk membeli barang sehingga banyak yg beralih ke sopi,ini tentu sangat membebankan pembeli dan penjual.sejak kmrn omzet penjualan kami turun hingga 50 persen dan semoga tokopedia mau merubah sistem agar seperti dulu lagi,subsidi ongkir lebih banyak dan tanpa di kenakan biaya aplikasi. Nnt review akan sy edit lagi kalo udh ada perubahan. Tks",1,Negatif
2023-05-20 21:57:08,Bung Tonang,"Kritik : Tarif Pengiriman dengan promo gratis ongkir lebih mahal daripada menggunkan pengiriman reguler (Scam). Estimasi waktu juga perlu dievaluasi kembali, kalau gak bisa sampai dalam 4 hari, jangan tulis pengiriman 2-4 hari.",1,Negatif
2023-05-20 14:47:01,Randy Mamusung,"Mohon diperbaiki untuk update data nomor telepon, saya sudah update nomor telepon tpi masih jika dapet diskon isi pulsa malah kedetek nomor telepon yg lama padahal di profile sudah ke update nomor telepon yg baru...",3,Positif
2023-05-20 05:56:26,Maisyarah Maisyarah,"Udh gak seru belanja di Tokopedia. Ongkirnya gila mahalnya. Dulu ongkirnya murah banget, ampe sy rekomendasikan ke teman² sy. Jd senang belanja online dr pada belanja lgsg. Lw ongkirnya gak kek dulu lg. Sy hapus aja aplikasinya.",2,Netral
2023-05-20 05:33:00,Adzriel Qalifa,"Dah kayak aplikasi ojek online jga, pake biaya aplikasi dll yg ga jelas. Cari untungnya kebanyakan bos... Awal pakai tokopedia, karena dah ngikut kayak aplikasi sebelah yg free ongkir dan promonya, tetapi sekarang dah berbeda. Lebih baik pindah lagi k aplikasi sebelah lagi yg ga ada biaya aplikasi dll nya",1,Negatif
2023-05-20 03:02:08,ALVIN KURNIAWAN,"dah lama make tokped, awal awal enak aja sampe rekomendasiin ke temen temen. tpi sekarang zonk, pengirimannya jadi sangat amat lambat, ngga jelas. biaya layanan aplikasi juga. ngga kek dulu lagi",1,Negatif
2023-05-19 16:57:54,HEND rA,"""Produk tidak tersedia di Android"" tiap kali aku buka beberapa jenis produk selalu bgini....bahkan hampir setiap produk yang kupilih selalu begini, jadinya aku gak leluasa menggunakan aplikasi ini....jadinya aku hapus saja ini aplikasi",1,Negatif
2023-05-19 15:23:03,Vijay Ahmad,"Kok sekarang tokopedia jadi semakin pelit ya, mulai dari adanya tambahan biaya layanan sampai ke voucher yang tidak bisa di gabung.",1,Negatif
2023-05-19 07:27:42,Android Tech HD,"1.Please 🙏 mohon untuk dipermudah dalam top up saldo, kenapa harus lewat ovo/gopay, itu mempersulit bagi kami sebagai pembeli, kami mohon untuk top up nya bisa langsung menggunakan mbanking. 2.Mohon untuk tidak membatasi keranjang, kenapa tidak boleh melebihi dari 25 toko? Itu sangat mempersulit bagi kami sebagai pembeli. 3.Mohon adakan fitur pencarian lewat foto, ini sangat membantu bagi kami sebagai pembeli. 4.Kami harap ulasan ini dilaksanakan, jika tidak kami akan pindah ke olshop sebelah",1,Negatif
2023-05-19 07:12:20,A Kuu,"belanja di applikasi ini benar"" mengecewakan... 2x beli barang yg nggak murah harga tapi barang tidak sesuai, di komplain penjual nggak mau... akhirnya barang mubazir nggak kepake",1,Negatif
2023-05-19 04:02:08,Agung N.P,"Topup paket data, sudah bayar tp pembayaran belum juga terverikasi berhasil. Payah tokopedia, nyesel topup di tokopedia lagi, tau begitu topup di shopee aja.",1,Negatif
2023-05-19 00:26:18,Atung Barep,"Sejak dulu udah pakek si hijau. Sampai sekarang masih setia, krn udah merasa aman dan nyaman aja. Tingkatkan lagi kualitasnya, biar tambah puas buyernya. Sekarang kurirnya payah...semua lelet dan lambat. Alamat nyungsep kalo tdk cepat diperbaiki. Pecat aja kurir2 perusak bisnis... Sekarang ada lagi biaya aplikasi 2rb perak...hadeeeehhhh",5,Positif
2023-05-18 15:58:34,rio dejaneiro,"Sudah biaya layanan masih oke, sekarang malah di tambah biaya aplikasi 2000, Semakin rumit, pencarian tidak fokus ke barang yang di cari, terlalu banyak iklan , potongan semakin besar, ruwet... Terlalu banyak acara, tidak seperti tokopedia yang dulu, enak dan mudah pencarian,",1,Negatif
2023-05-18 11:05:09,imas wawat,"Aplikasi Toko Online paling bagus, penggunaannya simple, transaksi mudah, filter produknya bagus karena barang"" kw ilegal kaya hp cina yang meniru merk hp lain yang sejutaan tapi spek gila itu ga keliatan kalo ga dicari. Tapi saya turunkan bintangnya karena sekarang suka maksa menggunakan asuransi yang berasa tidak berguna dan juga ada biaya layanan 2 jenis masing masing 1k jadi agak risih aja liatnya. Minusnya itu doang",3,Positif
2023-05-18 05:12:49,Ulil AW,"Total biaya layanan sama jasa aplikasinya sudah melebihi toko sebelah. Total biaya layanan juga tidak dimasukkan invoice. Jd merugikan katika belanja utk kebutuhan kantor karena reimbus nya jd ga sesuai antara invoice dgn yg real dibayarkan. Kalo sekali belanja sih ga masalah 3rb. Kalo 30x belanja dlm sebulan? 90rb ga diganti kantor dan kalo setaun hitung aja sendiri kerugiannya. Terus cashback juga ga bisa digabung dgn free ongkir. Haduh, biaya layanan meningkat, kualitas malah menurun.",1,Negatif
2023-05-18 03:24:59,Naufal Suhendar,"Akun Tokopedia saya tidak bisa di sambungkan dengan akun gojek saya. Saya sudah hubungi Tokopedia care beberapa kali tetapi masih saja eror tetap tidak bisa di sambungkan Saya kasih bintang 1 dulu,kalau sudah di perbaiki saya akan kasih bintang 5🙏🏻",1,Negatif
2023-05-18 03:17:00,Asep Love,"Tokopedia makin kesini makin parah,jasa aflikasi yg tinggi,biaya penanganan jg tinggi,casback tidak ada,ke penjual jg mencekik potongan sangat tinggi hampir 10%,kayaknya tokopedia mau gulung tikar nih,jadi sebelum gulung tikar nyari cuan sebanyak banyaknya,dari segi penjual,penjualan makin menurun walaupun harga di turunkan sampai yg termurah dan tokopeda menyuruh penjual untuk terus menurunkan harga semurah murahnya dengan fitur2 gak jelas seperti diskon toko dan sebagainya.",1,Negatif
2023-05-18 03:03:58,Ahmad Sobary,"Kenapa sih di tokped harus ada biaya layanan dan biaya jasa aplikasi,sedangkan ditoko sebelah tidak ada.dan akhirnya sedikit demi sedikit saya beralih ke toko sebelah.",2,Netral
2023-05-18 02:50:58,Muhammad Naufal maileza,"pengiriman tokopedia terlalu lama apa lagi sicepat lama banget, pengiriman satu kota aja bisa 4 hari tolong di perbaiki layanan tokopedia kalau tidak mau kehilangan kepercayan pelanggannya,terimakasih",1,Negatif
2023-05-18 02:13:54,Arif Nugroho,kenapa harus ada biaya pelayanan aplikasi sampai 2x kena pada hal sudah pakai Tokopedia dan GO-PAY ( GO-JEK). harus nya diberi pelayanan baik bukan pelanggan selalu di beban kan dgn biaya ini itu,1,Negatif
2023-05-17 23:16:08,Ib Home,Maaf sekarang kepuasan saya belanja di tokopedia semakin berkurang . Berawal dari voucher gratis ongkir yang tidak bisa digabung dengan voucher lain. Lah sekarang biaya layanannya naik tapi kualitas menurun. Semakin yakin saya untuk tidak belanja di sini lagi. Bye bye tokopedia. Terima kasih sudah sempat menjadi marketplace andalan.,2,Netral
2023-05-17 16:26:56,Marayuliana Faridin,"Sudah kurang tertarik belanja disini, sejak voucher gak bisa di gabung ditambah lagi sekarang banyak biaya tambahan ini itu, ya ujung ujungnya voucher nya cuma gratis ongkir aja itu juga kalo ongkirnya gak lebih besar dari nominal voucher. Sejak MERGER kok makin kesini jadi makin begini ya... Promo nya di ganti biaya tambahan ya.",3,Positif
2023-05-17 14:21:14,Simon Triono Sipahutar,"E-commerce terbaik di Indonesia menurut saya. Gak ribet, dan yang terpenting semua penjual di Tokopedia adalah penjual lokal. Artinya uang kita untuk kita dalam negeri sendiri. Gak kaya situs sebelah, uangnya dikirim ke negara lain. Keep up, ekonomi digital.",5,Positif
2023-05-17 10:57:17,Janda Rasa Gadis,Ribet bet bet ribet...susah buat cod nya...masih mudah lazada dan shopi..tolong bantu untuk metode pembayara di ganti dengan kata (COD/BAYAR DI TEMPAT)..Agar banyak manfaat bagi pengguna Tokopedia nya..dan setelah ini akan say beri 5 bintang..jika sudah di ubah metode pembayaran nya,1,Negatif
2023-05-17 10:17:36,Siti Aisyah,"Gilakk skrg tokped makin banyak biaya2an kl mau checkout, mending marketplace sebelah cuma ada biaya layanan doang seribu, lah ini tokped biaya jasa 2rb, biaya layanan seribu, jd 3rb buat biaya2an doang. Auto move ke marketplace sebelah dah gw 😂",1,Negatif
2023-05-17 06:48:45,Yulia Novitasari,"Baru install. Pertama kali transaksi. Katanya diskon 30rb. Udah checkout, bayar ke alfamart, tau² dibatalkan sistem katanya ada pelanggaran. Rugi bayar biaya layanan + alfamart 5000 sendiri. Transaksi pertama udah bikin emosi. Tanya tokopedia care juga responnya lama ngga kaya marketplace sebelah.",1,Negatif
2023-05-17 05:08:23,paat msutho,"Dulu hampir tiap hari belanja disini, banyak vocer ongkir instant nya, tp makin lama makin mengecewakan, pelit vocer ongkir, biaya tambahan makin mahal, ongkir juga mahal, jadi males skrg blnja dsni",1,Negatif
2023-05-17 04:47:48,Siswanto PGMD,tokopedia selangkah lebih maju dan cepat dalam proses maupun menanggapi kendala transaksi...lebih banyak pelapak...belanja nyaman simpel gak ribet...suksessss tokopedia,5,Positif
2023-05-17 04:16:29,Naufal Alfarisi,"Perbaikin sistem nya, sama pengetahuan CFS tentang masalah bener"" BAD sih, Kecewa sama 4 CFS gak ada satupun yg bisa bikin masalah saya bener"" Clear, Semuanya cuman Modal Copas syarat ketentuan yg udh saya baca puluhan kali dan ujung nya Solusi nya NOL BESAR, tq tokopedia",1,Negatif
2023-05-16 17:59:55,Adul Game,"Aplikasinya bagus lancar sangat mudah mencari produk,Tapi kekurangannya: 1. kupon atau vocher/kuota gratis ongkir, diskon,di batasi tidak bisa di pakai semua toko. 2. Kupon atau Vocher/kuota nya hanya bisa pilih salah 1 saja, dan 1 toko 1 vocher tidak bisa di gabungkan. 3. Vocher/kuota nya per transaksi toko, bukan cekout. 4. COD terbatas. Jadi ribet kalau ingin gratis ongkir.",2,Netral
2023-05-16 14:48:27,denBagus_ Yasmin,"Saya lupa bayar beberapa barang di salah satu toko, tapi saya bingung ketika ingin membelinya lagi, karena daftar barang barang yang sudah saya pilih tersebut tidak ada di riwayat transaksi maupun di keranjang.",1,Negatif
2023-05-16 13:11:39,Gafar kusuma Muchtar,"Knapa sekarang harus ada biaya layanan, biaya aplilasi? Dan juga gratis ongkir tidak sepenuhnya, makin lama makin pelit nih aplikasi, saya udah hampir ratusan bahkan ribuan belanja ditokped untuk sekarang tokped mengecewakan",1,Negatif
2023-05-16 12:26:39,Dewi F,"Percuma dapat kupon cashback tapi kagak gratis ongkirrrrrrrr,,hadehhh,gimana pada mau beliiiii,tambah sepiiii dahh Dulu mah enak gratis ongkir dan dapat kupon cashback dll,sekarang udah ngga pernah belanja di ijo,semenjak sistem berubah",1,Negatif
2023-05-16 11:52:57,Resta Gasta,"awalnya belanja murah, banyak promo, tidak ada embel² biaya layanan dan jasa aplikasi (memberatkan). lama² tidak menyenangkan, akun saya sudah hapir platinum. kalo jadi seperti ini sy pasti akan tinggalkan tokped, Terimakasih.",2,Netral
2023-05-16 11:52:01,Risty Wulandari L,"Ini aneh banget sih gunanya kupon diskon buat apa ya kalo di pake gak bisa, saya mau beli pulsa liat ada diskon lumayan dong dipake ,saya udah top up sesuai total harga terakhir yg sudah di diskon pas saya bayar berhasil tuh berapa detik kemudian transaksi dibatalkan otomatis ,saya coba sekali lagi kupon masih ada saya coba lagi dong e ternyata sama aja transaksi dibatalin , kalo gak niat ngasih diskon ngapain coba ditampilin , pas pesen mah bisa giliran udah dibayar batal sendiri payah",1,Negatif
2023-05-16 02:35:26,Yusuf Indo,Sebagai member gold saya sangat kecewa ketika membeli tv di Polytron official store melalui Tokopedia bahwa ternyata tv yg dikirimkan dalam keadaan mati total kemudian saya komplain dari tanggal 8 mei 2023 meminta penggantian barang hingga saat ini belum juga ada realisasi padahal saya sudah mengirim bukti berupa foto dan video bahwasanya tv yg dikirimkan kepada saya mati total jika Tokopedia tidak peduli kpd pembeli apakah saya harus UNINSTALL TOKOPEDIA untuk selamanya,1,Negatif
2023-05-16 02:34:12,Ajat Sudrajat,"Sekarang voucher gratis ongkir tidak bisa d gabung dengan voucher cashback, kecewa sekali tidak bisa hemat, pas chekout juga kena biaya jasa aplikasi yg sekarang 2000 rupiah sekali chekout, semenjak kerjasama sama dengan GO-JEK, Tokopedia malah semakin mahal karna biaya biaya aplikasi dsb, alhasil banyak yg pindah belanja ke aplikasi yg lebih hemat",1,Negatif
2023-05-16 00:36:59,aziz affandi,"Aplikasi gagal! belanja pake ada kurir rekomendasi gabisa diganti bilang kurir sudah nerapkan standar tokopedia disuruh tenang nyatanya barang ga nyampe"" dari estimasi telat terus. Kurir rekomendasi barang dilempar"" dari ekspedisi 1 ke yang lainnya. Dilogikan aja, dari ID Expres lanjut dilempar ke JNE jadi lebih lambat kan? Bukan fokus di 1 ekspedisi. Gayanya pake kurir rekomendasi biar keliatan expert malah zonk. Biaya layanan dan biaya jasa jadi 3.000 lebih mahal dari online shop manapun.",1,Negatif
2023-05-15 22:33:53,mikoto rifky,"Tokped aneh dan jelek banget. Dikirim pake kurir Sicepat tapi ditengah proses kirim malah berubah jadi JNE dan JNE jelek banget, sering telat, lama banget kirimnya. Sudah sering komplain sama cs tokped tapi tetep aja terjadi kaya gitu",1,Negatif
2023-05-15 16:22:09,Keylla Kekeyy,"Mau melihat ulasan aja susah banget. Udah 1 bulan engga bisa lihat ulasan. Mau belanja pakai Tokopedia, tapi setiap mau lihat ulasan ada keterangan ADA GANGGUAN DIRUMAH TOPED, KAMI AKAN BERESKAN SECEPATNYA. Kenyataannya udah lebih dari satu bulan belum ada perbaikan.",1,Negatif
2023-05-15 15:35:47,Mully Mlyblues,"Untuk apa ada pengiriman pake PLUS tapi aktual nya lambatttt jg,mana prioritasnya MENGECEWAKAN.... dan sekarang setiap belanja di kenakan biaya aplikasi, waduh masih kurang juga ya Tokopedia...hati2 ntar beralih ke toko sebelah.... gratis pula ongkir, pengiriman cepat dan tanpa biaya tambahan... ampun",1,Negatif
2023-05-15 13:35:28,Moh Iskandar,Ada notifikasi dari tokopedia bs digunakan gopay later cicil. Tp pas mau byar pake gopay later cicil ga bs digunakan. Apa hapus aja kali ya aplikasi tokopedia dan pindah ke e-commerce lain.,1,Negatif
2023-05-15 12:39:03,Evita Dwi kurniati XII.OTKP.2,"aplikasinya oke, tapi sayang bgt kenapa kalo mau liat ulasan pasti selalu gabisa. download gagal terus padahal udh pake wifi/data masih aja ky gitu, jadi males",1,Negatif
2023-05-15 08:54:10,Soeryanto Azwar,"aplikasi ini mulai saya membeli gadget BB hahaha,.pada saat 2012 klo g salah,dn skrng semakin baik,klo masalah gratis ongkir memang minus,tp overall saya suka banget tokped. buat yg cari gratis ongkir,jangn pake ini , pake yg apk oren aja,,yg kdang g sesuai barang dn lebay...saya tetap percya toped sebgai apk blnja online",5,Positif
2023-05-15 07:51:59,Ewi Hamzah,Dulu cintaa bgt sama aplikasi belanja 1 ini.. tapi untuk sekarang udah males belanja disini.. semakin kesini makin banyak biaya ini itu.. bebas ongkir juga udah ngga seperti dulu.. maaf saya seperti nya akan pindah ke aplikasi oren .,1,Negatif
2023-05-15 05:58:02,andra andre77,"Sedikit masukan saja,, kalau bisa untuk pengembalian dana gopaylater cicil tidak harus menunggu setiap bulan untuk waktu pembayarannya, masak kalah sama si oren, jadi kalau ada dana lebih bisa kita bayar sesuka waktu sesuai dengan jumlah tagihan perbulannya, bukan harus nunggu setiap bulan baru bisa dibayar.. Mohon untuk dibenahi",2,Netral
2023-05-15 03:04:11,Ceni Anggraeni,"SHOPEE we are coming!?! Apakah ini saatnya migrasi e-commerce? Kebayang 100 kali transaksi dalam sebulan total biaya jasa aplikasi berarti 200rb? Padahal belum lama ini baru ada tambahan biaya layanan Rp. 1000 sekarang udah naik jadi 2.000 aja? Pertimbangkan kembali masalah ini, bagi sebagian kalangan yang biasa belanja kebutuhan sehari hari di tokoepdia ini lumayan menguras anggaran Terimakasih",1,Negatif
2023-05-14 15:48:12,Windi Winasti Wijono,"Akun cuma 1 tp sesudah melakukan transaksi terbatalkan karena tidak memenuhi S&K Tokopedia poin L nomor 6: ""Tokopedia berwenang melakukan pembatalan transaksi Kartu Kredit apabila terdapat indikasi pelanggaran Syarat dan Ketentuan Tokopedia.""dan M nomor 9""Tokopedia berhak membatalkan transaksi,melakukan pembatasan metode pembayaran serta hal-hal lainnya jika ditemukan adanya manipulasi,maupun indikasi kecurangan/pelanggaran.Bilang aja tokopedia ga rela ngasih promo Pindah ke tetangga sebelah aja",1,Negatif
2023-05-14 09:59:06,Nevil Burn,"Kenapa tokopedia masih menggunakan jasa sicepet dalam gratis ongkir. Sementara si cepat sudah tidak sperti dulu, dan barang yg di kirim selalu di teruskan ke patner karena tidak adanya kurir. Dan ini makan waktu sampe belasan hari, jadi untuk sementara sy selaku buyer tetap di toped, instal dan beralih ke apk lain dulu. Sy rasa semua orang pasti mencari kenyamanan.",1,Negatif
2023-05-14 09:49:56,Nurul Fatih,Sekarang ada biaya layanan dan biaya aplikasi... Jadi jarang belanja Padahal udah member gold lagi ngejar platinum... Semenjak ada biaya tambahan jadi males ngejar platinum nya... Mudah²an Tokped bisa kaya dulu lagi,3,Positif
2023-05-14 07:48:48,Jie Lim,"Dari pihak tokopedia sdh tdk jujur klo gak sanggup memberikan kupon jgn ada kuponnya, kupon diberikan stlh belanja cashback gak gak ada dgn alasan pelanggaran, itu hny modus dari pihak tokopedia saja..👎👎👎👎👎",1,Negatif
2023-05-14 02:20:10,Toyo Suhartoyo,"kok sekarang ada biaya jasa dan bisa layanan, dulu ga ada, belum lagi asuransi. belum lagi bebas ongkir kok tidak bisa memilih jasa pengiriman, malah jasa pengiriman yang mahal sampai 75k baru di potong voucher bebas ongkir. itu sih nama nya diskon bukan bebas ongkir. keluhan kenapa di oper ke tokped care? penggabungan voucher juga sudah tidak bisa. sudah lama pakai tokped kok malah mundur. banyak aplikasi lama mengalami kemunduran. semoga di perbaiki 🙏",2,Netral
2023-05-14 00:02:48,Din AbdlQdrZylani,"Bingung, knp ada biaya layanan jg ada biaya aplikasi? Kyk rumah kontrakan aja ada biaya2 macem2. Pdhal kan tokopedia aplikasi punya sendiri. Makin lama makin jelek aja. Mnding ke tokopaedi aja klo gitu",2,Netral
